,id,english,translated
165,663663,"The chief editor of the magazine Nancy Novogrod believes that this point can also be contributing in Udaipur `s coming at top position that first time in fourteen years results of readers of South Asia , South - East Asia , China , Australia and Newzealand , Turkey and Mexico editions were also included .",<unk> পাশ্চাত্য সাহিত্যে সাহিত্যে সাহিত্যে সাহিত্যে বললেন যে করা পূর্ব হয়েছে শতাব্দীর যে ফলে পূর্ব পূর্ব প্রান্তের পূর্ব নৃত্যরত
166,663664,tell me my music likes,<unk> আমাকে আমাকে বলুন বলুন
167,663665,But he used to prevent such things by moving fingers .,<unk> কিন্তু দাঁত দাঁত দিতেন যায় ৷ ৷
168,663666,let me know when three hours have passed,<unk> আমাকে আমাকে আমাকে আমাকে জাগাও
169,663667,turn my bathroom plug socket on,<unk> আমার সকেট সকেট বন্ধ
170,663668,Grand Palace is surrounded by 4 large walls .,<unk> পালকোট কুণ্ড হল
171,663669,"It falls under Semariya, a town in the Rewa district.",<unk> এটি এশিয়ান আরাবিয়ান জলপ্রপাত। শহর।
172,663670,It then flows with the Bhima water to Solapur District.,<unk> এটি নদীতে নদীতে প্রবাহিত প্রবাহিত হয়। হয়।
173,663671,how much is a train ticket to san fransisco,<unk> রেলগাড়ী ট্রেনের থেকে টিকিট
174,663672,"You may decide you need more everyday pants, a couple of button-up shirts, and a nice pair of shoes.",<unk> তুমি আপনি প্রচুর পারিবারিক পরিমাণে পরতে পরতে থাকবেন।
175,663673,Chiring the stewardess of hotel Orchard said that workers making carvings on stone and Jong ( forts ) stay in Riching gong situated nearby/RB .,<unk> ইম্ফালে - সেই শাহজাহানের স্তম্ভ নাম যাকে আছে গঙ্গা ৷ উপত্যকা <pad> দিয়ে <pad> অবস্থিত ৷ <pad>
176,663674,Following situations come in conception .,<unk> গর্ভধারণের অবস্থাকে মৃত্যু থাকে হয় ৷ ৷
177,663675,Padmasana is the best for meditation .,<unk> জুবিলি হল ৷ উপকারী
178,663676,"After the interval, the Indian team launched an all-out attack, easily defeating Germany 8-1, incidentally the only goal scored against India in that Olympic tournament.","<unk> অলিম্পিকে সালে অলিম্পিকে অলিম্পিক ভারতীয় জিমন্যাস্ট চ্যাম্পিয়ন জার্মানিকে করে, ঘটনাচক্রে ঘটনাচক্রে জার্মানিকে অলিম্পিক ঘটনাচক্রে টুর্নামেন্টে গোলে প্রস্তাব পরাজিত"
179,663677,Between this she should be given some other alternative .,<unk> এরা এর তাদের হবেন ৷ ৷ ৷
180,663678,can you create a list for me,<unk> আপনি আমাকে পারো পারো
181,663679,If there is sweating during the practice then wipe it with the towel .,<unk> যদি সময়ে বসে ঘাম লাগলে হয় ৷ ৷
182,663680,This often involves detailed facial makeup taking three to four hours to complete.,<unk> এই তিন সপ্তাহের ঘন্টার মধ্যে সময়। তিন দিন সপ্তাহ পর্যন্ত পর্যন্ত থাকে.
183,663681,The view of the Kanchenjunga Mountain range is extra ordinary from Pemayangste .,<unk> পরিধি পরিধি থেকে থেকে দূরে দূরে অবস্থিত অবস্থিত রয়েছে রয়েছে ׀ ׀ <pad>
184,663682,This method required hard work and less turmeric could be polished in more time.,<unk> এই ক্রিয়া চারা সুফল এবং পাওয়া অপেক্ষাকৃত যায়।
185,663683,Malayalam with Malayalam script was introduced as the official language of Lakshadweep during the British Raj.,<unk> ১৯শ জন্মের শতাব্দীতে মালয়ালম ছিলেন ছিলেন । ।
186,663684,"In the late 1960s, Pran played Malang Chacha, a veteran war hero, in Manoj Kumar's film Upkar.",<unk> ১৯৮০ সালে সালে মোহন ছবিতে ছবিতে ‘উপকার’ ছবিতে ছবিতে অভিনয় করেন। করেন।
187,663685,"A restaurant meal, a gym membership, and a monthly cell phone bill are all purchases you should evaluate carefully.",<unk> সুরজ এবং এবং ডাক্তার ডাক্তার এবং পেন্সিল একটি প্রতি পেন্সিল প্রতিযোগী
188,663686,"There are few stores that sell alcohol, and those that do are closed during Ramadan.",<unk> সেখানে আছে ক্লান্তিই বড়দের কিছু এবং অটিসম বড়দের থাকবে। সম্মুখীন
189,663687,Jhansi is the nearest junction wherefrom one can commute comfortably .,<unk> প্রয়াগে হল একটি একটি ৷ ৷
